,fecha,Menor 1 año,1 a 4 años,5 a 14,15 a 44,45 a 64,65 a 84,85 y más ,total_defunciones
0,2017-01-01,1.0,,,10.0,19.0,33.0,20.0,83.0
1,2017-01-02,1.0,,,12.0,18.0,43.0,33.0,107.0
2,2017-01-03,3.0,,,7.0,29.0,59.0,33.0,131.0
3,2017-01-04,2.0,,1.0,4.0,12.0,38.0,26.0,83.0
4,2017-01-05,2.0,,,6.0,14.0,40.0,29.0,91.0
5,2017-01-06,1.0,,,4.0,20.0,53.0,27.0,105.0
6,2017-01-07,3.0,,,4.0,22.0,44.0,35.0,108.0
7,2017-01-08,2.0,,,9.0,14.0,34.0,35.0,94.0
8,2017-01-09,2.0,2.0,,8.0,14.0,37.0,18.0,81.0
9,2017-01-10,1.0,,,10.0,21.0,40.0,26.0,98.0
10,2017-01-11,3.0,,,10.0,18.0,44.0,29.0,104.0
11,2017-01-12,,,,5.0,25.0,44.0,29.0,103.0
12,2017-01-13,2.0,,1.0,7.0,12.0,31.0,40.0,93.0
13,2017-01-14,2.0,1.0,,12.0,20.0,45.0,27.0,107.0
14,2017-01-15,3.0,,1.0,8.0,20.0,56.0,23.0,111.0
15,2017-01-16,1.0,,,6.0,15.0,31.0,38.0,91.0
16,2017-01-17,3.0,,,7.0,14.0,46.0,34.0,104.0
17,2017-01-18,3.0,,1.0,5.0,28.0,48.0,36.0,121.0
18,2017-01-19,1.0,,,6.0,18.0,63.0,25.0,113.0
19,2017-01-20,3.0,1.0,1.0,5.0,15.0,49.0,42.0,116.0
20,2017-01-21,2.0,,1.0,6.0,28.0,37.0,48.0,122.0
21,2017-01-22,2.0,,,11.0,19.0,39.0,36.0,107.0
22,2017-01-23,4.0,1.0,,6.0,17.0,43.0,35.0,106.0
23,2017-01-24,,,,6.0,19.0,45.0,38.0,108.0
24,2017-01-25,1.0,,,9.0,22.0,48.0,35.0,115.0
25,2017-01-26,,,,7.0,20.0,59.0,30.0,116.0
26,2017-01-27,1.0,,1.0,3.0,22.0,57.0,41.0,125.0
27,2017-01-28,2.0,1.0,,13.0,25.0,59.0,36.0,136.0
28,2017-01-29,,1.0,,7.0,15.0,41.0,20.0,84.0
29,2017-01-30,2.0,,,9.0,19.0,51.0,34.0,115.0
30,2017-01-31,2.0,1.0,,6.0,13.0,64.0,28.0,114.0
31,2017-02-01,1.0,,,7.0,25.0,45.0,38.0,116.0
32,2017-02-02,2.0,,,7.0,19.0,40.0,29.0,97.0
33,2017-02-03,1.0,,,4.0,21.0,51.0,28.0,105.0
34,2017-02-04,1.0,,,6.0,15.0,36.0,19.0,77.0
35,2017-02-05,3.0,,,5.0,21.0,53.0,30.0,112.0
36,2017-02-06,2.0,2.0,,5.0,16.0,41.0,26.0,92.0
37,2017-02-07,3.0,,2.0,7.0,14.0,37.0,20.0,83.0
38,2017-02-08,4.0,,,8.0,21.0,33.0,22.0,88.0
39,2017-02-09,1.0,,,4.0,20.0,36.0,27.0,88.0
40,2017-02-10,1.0,1.0,2.0,8.0,21.0,49.0,23.0,105.0
41,2017-02-11,,,2.0,3.0,16.0,36.0,20.0,77.0
42,2017-02-12,1.0,1.0,,5.0,17.0,43.0,33.0,100.0
43,2017-02-13,1.0,,1.0,8.0,21.0,45.0,39.0,115.0
44,2017-02-14,3.0,,1.0,10.0,13.0,43.0,18.0,88.0
45,2017-02-15,1.0,3.0,,6.0,13.0,32.0,27.0,82.0
46,2017-02-16,4.0,,,10.0,18.0,47.0,29.0,108.0
47,2017-02-17,6.0,,,6.0,10.0,39.0,27.0,88.0
48,2017-02-18,1.0,1.0,,4.0,21.0,47.0,33.0,107.0
49,2017-02-19,1.0,2.0,,11.0,17.0,42.0,27.0,100.0
50,2017-02-20,,,,6.0,19.0,41.0,26.0,92.0
51,2017-02-21,,2.0,,12.0,18.0,44.0,22.0,98.0
52,2017-02-22,3.0,,,7.0,17.0,46.0,34.0,107.0
53,2017-02-23,2.0,,,14.0,21.0,42.0,34.0,113.0
54,2017-02-24,1.0,1.0,,4.0,20.0,36.0,33.0,95.0
55,2017-02-25,1.0,,,9.0,24.0,32.0,34.0,100.0
56,2017-02-26,3.0,,,8.0,27.0,42.0,33.0,113.0
57,2017-02-27,4.0,,1.0,8.0,21.0,46.0,29.0,109.0
58,2017-02-28,1.0,,1.0,2.0,14.0,36.0,26.0,80.0
59,2017-03-01,4.0,,1.0,10.0,13.0,38.0,33.0,99.0
60,2017-03-02,2.0,,,7.0,20.0,37.0,23.0,89.0
61,2017-03-03,,,,6.0,20.0,49.0,27.0,102.0
62,2017-03-04,2.0,,1.0,6.0,25.0,39.0,21.0,94.0
63,2017-03-05,,,1.0,7.0,16.0,30.0,26.0,80.0
64,2017-03-06,4.0,,1.0,5.0,16.0,38.0,18.0,82.0
65,2017-03-07,1.0,,,11.0,20.0,43.0,26.0,101.0
66,2017-03-08,1.0,,,4.0,15.0,40.0,25.0,85.0
67,2017-03-09,1.0,,1.0,4.0,19.0,43.0,25.0,93.0
68,2017-03-10,3.0,2.0,,6.0,17.0,38.0,29.0,95.0
69,2017-03-11,,,,10.0,15.0,34.0,23.0,82.0
70,2017-03-12,2.0,,1.0,12.0,12.0,32.0,27.0,86.0
71,2017-03-13,,,1.0,6.0,21.0,38.0,36.0,102.0
72,2017-03-14,1.0,,,11.0,17.0,38.0,23.0,90.0
73,2017-03-15,1.0,,1.0,5.0,13.0,50.0,23.0,93.0
74,2017-03-16,1.0,,,9.0,14.0,43.0,26.0,93.0
75,2017-03-17,3.0,,,14.0,20.0,33.0,22.0,92.0
76,2017-03-18,,,,4.0,17.0,44.0,41.0,106.0
77,2017-03-19,2.0,,,10.0,19.0,38.0,26.0,95.0
78,2017-03-20,1.0,,,7.0,18.0,42.0,22.0,90.0
79,2017-03-21,1.0,,,5.0,13.0,45.0,30.0,94.0
80,2017-03-22,,,1.0,4.0,19.0,37.0,23.0,84.0
81,2017-03-23,3.0,,,10.0,17.0,34.0,31.0,95.0
82,2017-03-24,1.0,,1.0,6.0,19.0,36.0,27.0,90.0
83,2017-03-25,2.0,1.0,,6.0,21.0,50.0,28.0,108.0
84,2017-03-26,2.0,,,9.0,16.0,38.0,18.0,83.0
85,2017-03-27,2.0,,1.0,8.0,23.0,45.0,18.0,97.0
86,2017-03-28,1.0,1.0,1.0,1.0,31.0,44.0,22.0,101.0
87,2017-03-29,2.0,,1.0,11.0,28.0,40.0,22.0,104.0
88,2017-03-30,3.0,,,7.0,25.0,40.0,26.0,101.0
89,2017-03-31,3.0,,,13.0,23.0,36.0,27.0,102.0
90,2017-04-01,1.0,,,6.0,18.0,41.0,32.0,98.0
91,2017-04-02,1.0,,,4.0,19.0,48.0,23.0,95.0
92,2017-04-03,1.0,,1.0,9.0,15.0,62.0,29.0,117.0
93,2017-04-04,1.0,,,5.0,20.0,39.0,31.0,96.0
94,2017-04-05,3.0,,1.0,7.0,22.0,38.0,36.0,107.0
95,2017-04-06,,,,4.0,26.0,43.0,27.0,100.0
96,2017-04-07,1.0,,,6.0,26.0,33.0,33.0,99.0
97,2017-04-08,,1.0,1.0,4.0,13.0,44.0,36.0,99.0
98,2017-04-09,3.0,,,3.0,27.0,44.0,28.0,105.0
99,2017-04-10,4.0,2.0,1.0,7.0,25.0,37.0,25.0,101.0
100,2017-04-11,3.0,,,7.0,18.0,55.0,25.0,108.0
101,2017-04-12,2.0,1.0,,5.0,21.0,45.0,31.0,105.0
102,2017-04-13,,,,10.0,22.0,50.0,34.0,116.0
103,2017-04-14,2.0,,,10.0,22.0,33.0,30.0,97.0
104,2017-04-15,3.0,,,7.0,25.0,58.0,18.0,111.0
105,2017-04-16,5.0,,1.0,8.0,22.0,44.0,30.0,110.0
106,2017-04-17,,,,7.0,29.0,52.0,23.0,111.0
107,2017-04-18,1.0,,,10.0,16.0,52.0,21.0,100.0
108,2017-04-19,,1.0,,8.0,19.0,38.0,38.0,104.0
109,2017-04-20,3.0,,,7.0,24.0,47.0,29.0,110.0
110,2017-04-21,2.0,,,5.0,19.0,48.0,25.0,99.0
111,2017-04-22,,1.0,1.0,9.0,24.0,35.0,26.0,96.0
112,2017-04-23,1.0,,,8.0,14.0,43.0,25.0,91.0
113,2017-04-24,,1.0,,9.0,18.0,42.0,22.0,92.0
114,2017-04-25,2.0,,,6.0,20.0,42.0,27.0,97.0
115,2017-04-26,1.0,,2.0,4.0,14.0,56.0,28.0,105.0
116,2017-04-27,2.0,,,9.0,25.0,46.0,24.0,106.0
117,2017-04-28,2.0,,,5.0,21.0,58.0,25.0,111.0
118,2017-04-29,3.0,,,4.0,25.0,54.0,34.0,120.0
119,2017-04-30,1.0,,,11.0,24.0,45.0,35.0,116.0
120,2017-05-01,5.0,,,8.0,18.0,39.0,40.0,110.0
121,2017-05-02,1.0,1.0,,3.0,16.0,51.0,28.0,100.0
122,2017-05-03,1.0,,,9.0,23.0,55.0,33.0,121.0
123,2017-05-04,1.0,,,5.0,21.0,54.0,44.0,125.0
124,2017-05-05,1.0,,,12.0,21.0,46.0,34.0,114.0
125,2017-05-06,1.0,,,5.0,20.0,39.0,30.0,95.0
126,2017-05-07,1.0,2.0,1.0,12.0,17.0,45.0,30.0,108.0
127,2017-05-08,2.0,,,5.0,21.0,40.0,28.0,96.0
128,2017-05-09,2.0,,,7.0,21.0,45.0,29.0,104.0
129,2017-05-10,1.0,,,2.0,18.0,43.0,27.0,91.0
130,2017-05-11,1.0,,,5.0,16.0,44.0,28.0,94.0
131,2017-05-12,3.0,1.0,,2.0,19.0,63.0,34.0,122.0
132,2017-05-13,2.0,,,9.0,23.0,45.0,36.0,115.0
133,2017-05-14,2.0,,1.0,7.0,16.0,52.0,37.0,115.0
134,2017-05-15,,,1.0,9.0,15.0,54.0,22.0,101.0
135,2017-05-16,2.0,,,6.0,23.0,50.0,39.0,120.0
136,2017-05-17,1.0,,,13.0,22.0,44.0,31.0,111.0
137,2017-05-18,2.0,1.0,1.0,4.0,22.0,53.0,37.0,120.0
138,2017-05-19,,,1.0,3.0,16.0,44.0,32.0,96.0
139,2017-05-20,1.0,,,13.0,21.0,47.0,37.0,119.0
140,2017-05-21,,,,2.0,15.0,60.0,47.0,124.0
141,2017-05-22,1.0,,,12.0,25.0,55.0,40.0,133.0
142,2017-05-23,1.0,,1.0,4.0,26.0,44.0,38.0,114.0
143,2017-05-24,,1.0,,9.0,18.0,49.0,44.0,121.0
144,2017-05-25,3.0,,,9.0,17.0,45.0,29.0,103.0
145,2017-05-26,,,1.0,2.0,18.0,63.0,36.0,120.0
146,2017-05-27,,,,7.0,19.0,48.0,37.0,111.0
147,2017-05-28,2.0,,,12.0,18.0,53.0,39.0,124.0
148,2017-05-29,,1.0,,8.0,23.0,60.0,40.0,132.0
149,2017-05-30,,,,4.0,27.0,46.0,40.0,117.0
150,2017-05-31,1.0,1.0,,6.0,17.0,58.0,44.0,127.0
151,2017-06-01,1.0,,,7.0,19.0,56.0,32.0,115.0
152,2017-06-02,3.0,,1.0,8.0,21.0,53.0,37.0,123.0
153,2017-06-03,,,,4.0,30.0,68.0,40.0,142.0
154,2017-06-04,,,,4.0,25.0,66.0,39.0,134.0
155,2017-06-05,2.0,,,12.0,18.0,58.0,38.0,128.0
156,2017-06-06,1.0,,,6.0,32.0,50.0,50.0,139.0
157,2017-06-07,,,,5.0,18.0,58.0,47.0,128.0
158,2017-06-08,2.0,,1.0,6.0,26.0,64.0,43.0,142.0
159,2017-06-09,2.0,,,4.0,27.0,56.0,41.0,130.0
160,2017-06-10,1.0,,,9.0,23.0,66.0,43.0,142.0
161,2017-06-11,1.0,1.0,,8.0,30.0,56.0,58.0,154.0
162,2017-06-12,3.0,,2.0,7.0,29.0,53.0,58.0,152.0
163,2017-06-13,2.0,,,12.0,31.0,61.0,48.0,154.0
164,2017-06-14,5.0,,,10.0,23.0,55.0,51.0,144.0
165,2017-06-15,3.0,1.0,,4.0,29.0,71.0,47.0,155.0
166,2017-06-16,4.0,,1.0,5.0,37.0,65.0,40.0,152.0
167,2017-06-17,2.0,,,8.0,21.0,71.0,41.0,143.0
168,2017-06-18,,,,7.0,25.0,66.0,59.0,157.0
169,2017-06-19,1.0,2.0,1.0,9.0,24.0,66.0,54.0,157.0
170,2017-06-20,,1.0,,11.0,30.0,63.0,57.0,162.0
171,2017-06-21,,,,5.0,25.0,66.0,51.0,147.0
172,2017-06-22,4.0,,,8.0,27.0,76.0,56.0,171.0
173,2017-06-23,1.0,,1.0,7.0,21.0,73.0,45.0,148.0
174,2017-06-24,2.0,,,9.0,24.0,60.0,43.0,138.0
175,2017-06-25,2.0,,,8.0,22.0,77.0,51.0,160.0
176,2017-06-26,1.0,,,5.0,24.0,77.0,39.0,146.0
177,2017-06-27,,,,4.0,19.0,78.0,50.0,151.0
178,2017-06-28,2.0,1.0,,5.0,21.0,58.0,47.0,134.0
179,2017-06-29,2.0,,1.0,5.0,26.0,56.0,49.0,139.0
180,2017-06-30,1.0,,,6.0,29.0,56.0,35.0,127.0
181,2017-07-01,,,,15.0,21.0,60.0,54.0,150.0
182,2017-07-02,4.0,,,13.0,15.0,42.0,56.0,130.0
183,2017-07-03,1.0,,,6.0,12.0,51.0,58.0,128.0
184,2017-07-04,2.0,,,7.0,16.0,55.0,54.0,134.0
185,2017-07-05,1.0,1.0,2.0,8.0,20.0,53.0,44.0,129.0
186,2017-07-06,2.0,,,7.0,30.0,55.0,42.0,136.0
187,2017-07-07,,,,12.0,25.0,61.0,47.0,145.0
188,2017-07-08,3.0,,1.0,6.0,23.0,59.0,55.0,147.0
189,2017-07-09,2.0,,,10.0,26.0,53.0,49.0,140.0
190,2017-07-10,3.0,,,7.0,17.0,75.0,52.0,154.0
191,2017-07-11,3.0,3.0,,6.0,25.0,53.0,43.0,133.0
192,2017-07-12,1.0,1.0,,6.0,15.0,50.0,39.0,112.0
193,2017-07-13,2.0,,,8.0,15.0,44.0,45.0,114.0
194,2017-07-14,3.0,,,8.0,23.0,63.0,53.0,150.0
195,2017-07-15,2.0,,1.0,11.0,22.0,42.0,36.0,114.0
196,2017-07-16,1.0,,,6.0,23.0,61.0,45.0,136.0
197,2017-07-17,3.0,1.0,,4.0,24.0,66.0,53.0,151.0
198,2017-07-18,2.0,,,10.0,34.0,62.0,58.0,166.0
199,2017-07-19,2.0,,,5.0,17.0,61.0,46.0,131.0
200,2017-07-20,2.0,1.0,,9.0,15.0,50.0,44.0,121.0
201,2017-07-21,1.0,,,4.0,20.0,53.0,46.0,124.0
202,2017-07-22,3.0,,,3.0,18.0,64.0,37.0,125.0
203,2017-07-23,,,,10.0,22.0,54.0,35.0,121.0
204,2017-07-24,2.0,,,8.0,17.0,38.0,55.0,120.0
205,2017-07-25,3.0,,,4.0,20.0,55.0,33.0,115.0
206,2017-07-26,2.0,,2.0,4.0,28.0,55.0,37.0,128.0
207,2017-07-27,1.0,,,5.0,20.0,55.0,41.0,122.0
208,2017-07-28,,,,4.0,23.0,48.0,62.0,137.0
209,2017-07-29,,1.0,,13.0,19.0,47.0,40.0,120.0
210,2017-07-30,1.0,,1.0,13.0,19.0,60.0,38.0,132.0
211,2017-07-31,2.0,,,10.0,21.0,63.0,43.0,139.0
212,2017-08-01,1.0,,3.0,8.0,32.0,48.0,41.0,133.0
213,2017-08-02,2.0,,,8.0,22.0,58.0,38.0,128.0
214,2017-08-03,2.0,,1.0,7.0,20.0,68.0,42.0,140.0
215,2017-08-04,1.0,,1.0,7.0,18.0,47.0,28.0,102.0
216,2017-08-05,1.0,1.0,,7.0,23.0,53.0,27.0,112.0
217,2017-08-06,1.0,,1.0,12.0,20.0,47.0,47.0,128.0
218,2017-08-07,2.0,,1.0,4.0,28.0,51.0,44.0,130.0
219,2017-08-08,2.0,,1.0,9.0,16.0,49.0,34.0,111.0
220,2017-08-09,3.0,,,6.0,21.0,50.0,47.0,127.0
221,2017-08-10,,,,7.0,14.0,51.0,29.0,101.0
222,2017-08-11,2.0,,,14.0,13.0,50.0,32.0,111.0
223,2017-08-12,3.0,,1.0,14.0,22.0,47.0,47.0,134.0
224,2017-08-13,2.0,,1.0,10.0,18.0,45.0,39.0,115.0
225,2017-08-14,4.0,1.0,,7.0,22.0,64.0,39.0,137.0
226,2017-08-15,2.0,,2.0,10.0,17.0,40.0,46.0,117.0
227,2017-08-16,1.0,,1.0,12.0,15.0,41.0,35.0,105.0
228,2017-08-17,2.0,,,5.0,25.0,61.0,36.0,129.0
229,2017-08-18,5.0,,1.0,4.0,23.0,63.0,42.0,138.0
230,2017-08-19,1.0,,,6.0,27.0,60.0,34.0,128.0
231,2017-08-20,,,,,17.0,50.0,41.0,108.0
232,2017-08-21,2.0,,1.0,5.0,24.0,60.0,40.0,132.0
233,2017-08-22,1.0,,2.0,7.0,24.0,51.0,37.0,122.0
234,2017-08-23,,,,8.0,9.0,55.0,25.0,97.0
235,2017-08-24,4.0,2.0,,9.0,16.0,41.0,44.0,116.0
236,2017-08-25,1.0,,,5.0,19.0,47.0,41.0,113.0
237,2017-08-26,1.0,1.0,,12.0,18.0,42.0,37.0,111.0
238,2017-08-27,1.0,,,8.0,21.0,56.0,40.0,126.0
239,2017-08-28,4.0,1.0,1.0,7.0,20.0,57.0,24.0,114.0
240,2017-08-29,2.0,,1.0,11.0,21.0,43.0,44.0,122.0
241,2017-08-30,1.0,,1.0,12.0,22.0,55.0,36.0,127.0
242,2017-08-31,,,,8.0,28.0,49.0,38.0,123.0
243,2017-09-01,1.0,,,8.0,20.0,43.0,46.0,118.0
244,2017-09-02,2.0,,,6.0,14.0,44.0,37.0,103.0
245,2017-09-03,2.0,,,15.0,24.0,41.0,21.0,103.0
246,2017-09-04,1.0,2.0,,6.0,20.0,46.0,33.0,108.0
247,2017-09-05,3.0,,,5.0,15.0,52.0,38.0,113.0
248,2017-09-06,1.0,,,6.0,19.0,57.0,24.0,107.0
249,2017-09-07,2.0,,,7.0,20.0,52.0,26.0,107.0
250,2017-09-08,2.0,,,8.0,18.0,42.0,41.0,111.0
251,2017-09-09,4.0,,,8.0,19.0,51.0,28.0,110.0
252,2017-09-10,1.0,1.0,,12.0,22.0,51.0,39.0,126.0
253,2017-09-11,2.0,,,6.0,19.0,43.0,40.0,110.0
254,2017-09-12,1.0,1.0,,11.0,23.0,60.0,42.0,138.0
255,2017-09-13,2.0,,,6.0,17.0,56.0,35.0,116.0
256,2017-09-14,6.0,,,4.0,23.0,47.0,37.0,117.0
257,2017-09-15,1.0,,,10.0,15.0,42.0,31.0,99.0
258,2017-09-16,,,2.0,8.0,33.0,55.0,38.0,136.0
259,2017-09-17,2.0,,1.0,6.0,19.0,50.0,33.0,111.0
260,2017-09-18,2.0,,1.0,6.0,22.0,62.0,33.0,126.0
261,2017-09-19,1.0,1.0,1.0,11.0,9.0,50.0,39.0,112.0
262,2017-09-20,2.0,,,5.0,14.0,44.0,42.0,107.0
263,2017-09-21,5.0,,,6.0,20.0,49.0,37.0,117.0
264,2017-09-22,4.0,,2.0,11.0,23.0,51.0,39.0,130.0
265,2017-09-23,1.0,,,6.0,20.0,47.0,40.0,114.0
266,2017-09-24,,,,7.0,17.0,56.0,34.0,114.0
267,2017-09-25,2.0,,,10.0,17.0,56.0,33.0,118.0
268,2017-09-26,2.0,,1.0,11.0,22.0,59.0,38.0,133.0
269,2017-09-27,,2.0,,8.0,22.0,36.0,39.0,107.0
270,2017-09-28,2.0,,,7.0,22.0,40.0,35.0,106.0
271,2017-09-29,,,2.0,5.0,23.0,51.0,32.0,113.0
272,2017-09-30,3.0,,,10.0,20.0,52.0,30.0,115.0
273,2017-10-01,3.0,,,6.0,22.0,48.0,31.0,110.0
274,2017-10-02,2.0,,1.0,6.0,15.0,46.0,30.0,100.0
275,2017-10-03,3.0,,,10.0,34.0,51.0,31.0,129.0
276,2017-10-04,2.0,,1.0,3.0,21.0,56.0,38.0,121.0
277,2017-10-05,4.0,,,2.0,23.0,53.0,21.0,103.0
278,2017-10-06,2.0,2.0,,7.0,19.0,57.0,39.0,126.0
279,2017-10-07,2.0,,,9.0,18.0,38.0,32.0,99.0
280,2017-10-08,2.0,,,4.0,34.0,47.0,38.0,125.0
281,2017-10-09,2.0,,,5.0,17.0,57.0,24.0,105.0
282,2017-10-10,1.0,,,6.0,21.0,45.0,30.0,103.0
283,2017-10-11,,,1.0,5.0,30.0,50.0,33.0,119.0
284,2017-10-12,1.0,,,5.0,21.0,54.0,31.0,112.0
285,2017-10-13,3.0,1.0,2.0,12.0,20.0,46.0,20.0,104.0
286,2017-10-14,2.0,2.0,1.0,8.0,21.0,43.0,29.0,106.0
287,2017-10-15,1.0,,,10.0,21.0,63.0,29.0,124.0
288,2017-10-16,2.0,1.0,,5.0,23.0,55.0,34.0,120.0
289,2017-10-17,2.0,,,8.0,20.0,46.0,32.0,108.0
290,2017-10-18,2.0,,,3.0,21.0,48.0,27.0,101.0
291,2017-10-19,3.0,,,2.0,21.0,55.0,25.0,106.0
292,2017-10-20,2.0,,,9.0,20.0,46.0,37.0,114.0
293,2017-10-21,2.0,,,10.0,21.0,30.0,28.0,91.0
294,2017-10-22,3.0,,,11.0,20.0,39.0,34.0,107.0
295,2017-10-23,1.0,,,7.0,15.0,44.0,25.0,92.0
296,2017-10-24,2.0,1.0,,8.0,22.0,53.0,30.0,116.0
297,2017-10-25,4.0,,,9.0,14.0,41.0,29.0,97.0
298,2017-10-26,3.0,,,5.0,18.0,51.0,30.0,107.0
299,2017-10-27,3.0,,,11.0,19.0,36.0,26.0,95.0
300,2017-10-28,,1.0,,7.0,17.0,35.0,24.0,84.0
301,2017-10-29,,,,7.0,17.0,43.0,33.0,100.0
302,2017-10-30,3.0,,,10.0,19.0,49.0,36.0,117.0
303,2017-10-31,1.0,,,2.0,17.0,51.0,35.0,106.0
304,2017-11-01,,,,8.0,16.0,38.0,32.0,94.0
305,2017-11-02,1.0,2.0,,7.0,13.0,29.0,25.0,77.0
306,2017-11-03,1.0,1.0,,3.0,21.0,43.0,23.0,92.0
307,2017-11-04,,,,11.0,12.0,37.0,23.0,83.0
308,2017-11-05,1.0,,1.0,9.0,19.0,39.0,33.0,102.0
309,2017-11-06,1.0,1.0,,11.0,20.0,53.0,34.0,120.0
310,2017-11-07,1.0,,1.0,7.0,26.0,42.0,31.0,108.0
311,2017-11-08,3.0,,,5.0,22.0,44.0,29.0,103.0
312,2017-11-09,1.0,,,6.0,24.0,39.0,19.0,89.0
313,2017-11-10,2.0,,,7.0,12.0,53.0,32.0,106.0
314,2017-11-11,2.0,,,7.0,24.0,40.0,29.0,102.0
315,2017-11-12,2.0,1.0,1.0,7.0,16.0,37.0,30.0,94.0
316,2017-11-13,3.0,,,8.0,17.0,49.0,30.0,107.0
317,2017-11-14,3.0,,,5.0,28.0,44.0,30.0,110.0
318,2017-11-15,1.0,1.0,,8.0,16.0,42.0,30.0,98.0
319,2017-11-16,2.0,,,5.0,19.0,47.0,25.0,98.0
320,2017-11-17,4.0,,1.0,6.0,24.0,49.0,20.0,104.0
321,2017-11-18,4.0,,,5.0,20.0,49.0,23.0,101.0
322,2017-11-19,3.0,,,7.0,11.0,28.0,21.0,70.0
323,2017-11-20,4.0,1.0,,8.0,9.0,45.0,22.0,89.0
324,2017-11-21,1.0,,,8.0,24.0,41.0,28.0,102.0
325,2017-11-22,2.0,,,6.0,14.0,46.0,33.0,101.0
326,2017-11-23,1.0,,,6.0,26.0,49.0,27.0,109.0
327,2017-11-24,3.0,,,8.0,15.0,47.0,31.0,104.0
328,2017-11-25,,,1.0,10.0,16.0,44.0,28.0,99.0
329,2017-11-26,6.0,,,6.0,19.0,41.0,26.0,98.0
330,2017-11-27,2.0,,,3.0,15.0,32.0,28.0,80.0
331,2017-11-28,2.0,,,7.0,18.0,42.0,18.0,87.0
332,2017-11-29,2.0,,,4.0,19.0,47.0,32.0,104.0
333,2017-11-30,,,,9.0,20.0,33.0,22.0,84.0
334,2017-12-01,4.0,,,5.0,14.0,53.0,28.0,104.0
335,2017-12-02,1.0,,,9.0,30.0,40.0,31.0,111.0
336,2017-12-03,1.0,,,6.0,25.0,37.0,23.0,92.0
337,2017-12-04,2.0,,,6.0,15.0,38.0,31.0,92.0
338,2017-12-05,1.0,,,7.0,13.0,45.0,23.0,89.0
339,2017-12-06,3.0,,,7.0,18.0,42.0,21.0,91.0
340,2017-12-07,1.0,1.0,1.0,10.0,20.0,41.0,19.0,93.0
341,2017-12-08,3.0,,,8.0,24.0,47.0,20.0,102.0
342,2017-12-09,,,,6.0,17.0,45.0,36.0,104.0
343,2017-12-10,1.0,,,11.0,18.0,53.0,30.0,113.0
344,2017-12-11,,,,8.0,20.0,43.0,30.0,101.0
345,2017-12-12,,,,5.0,17.0,47.0,32.0,101.0
346,2017-12-13,4.0,,,7.0,19.0,37.0,18.0,85.0
347,2017-12-14,2.0,,,11.0,18.0,43.0,33.0,107.0
348,2017-12-15,,1.0,2.0,10.0,25.0,48.0,35.0,121.0
349,2017-12-16,4.0,,,8.0,14.0,37.0,33.0,96.0
350,2017-12-17,3.0,1.0,,8.0,15.0,31.0,38.0,96.0
351,2017-12-18,,,1.0,7.0,17.0,43.0,26.0,94.0
352,2017-12-19,4.0,,,10.0,19.0,44.0,33.0,110.0
353,2017-12-20,1.0,,2.0,11.0,21.0,31.0,26.0,92.0
354,2017-12-21,2.0,,,5.0,15.0,51.0,29.0,102.0
355,2017-12-22,2.0,,,6.0,10.0,56.0,24.0,98.0
356,2017-12-23,3.0,,,7.0,16.0,34.0,21.0,81.0
357,2017-12-24,3.0,,,4.0,18.0,33.0,36.0,94.0
358,2017-12-25,5.0,,,8.0,31.0,54.0,27.0,125.0
359,2017-12-26,,,,7.0,25.0,49.0,30.0,111.0
360,2017-12-27,1.0,1.0,1.0,7.0,20.0,42.0,36.0,108.0
361,2017-12-28,1.0,,,5.0,17.0,38.0,35.0,96.0
362,2017-12-29,1.0,,,5.0,8.0,18.0,5.0,37.0
363,2017-12-30,2.0,,,5.0,6.0,7.0,7.0,27.0
364,2017-12-31,2.0,,,11.0,19.0,31.0,26.0,89.0
365,2018-01-01,,2.0,,11.0,18.0,48.0,26.0,105.0
366,2018-01-02,,,,7.0,17.0,42.0,21.0,87.0
367,2018-01-03,2.0,,,10.0,23.0,45.0,22.0,102.0
368,2018-01-04,,1.0,,12.0,21.0,40.0,30.0,104.0
369,2018-01-05,2.0,1.0,1.0,6.0,12.0,49.0,31.0,102.0
370,2018-01-06,4.0,,,6.0,22.0,37.0,30.0,99.0
371,2018-01-07,1.0,,,8.0,15.0,40.0,35.0,99.0
372,2018-01-08,,,1.0,6.0,17.0,33.0,37.0,94.0
373,2018-01-09,1.0,,,6.0,19.0,45.0,29.0,100.0
374,2018-01-10,2.0,,,8.0,17.0,47.0,38.0,112.0
375,2018-01-11,2.0,,,2.0,15.0,43.0,31.0,93.0
376,2018-01-12,4.0,,,5.0,22.0,47.0,15.0,93.0
377,2018-01-13,1.0,,1.0,11.0,14.0,35.0,28.0,90.0
378,2018-01-14,2.0,1.0,,10.0,19.0,44.0,17.0,93.0
379,2018-01-15,2.0,,,6.0,13.0,43.0,33.0,97.0
380,2018-01-16,2.0,,,6.0,24.0,58.0,30.0,120.0
381,2018-01-17,2.0,,,6.0,22.0,40.0,21.0,91.0
382,2018-01-18,1.0,1.0,,6.0,18.0,37.0,25.0,88.0
383,2018-01-19,,2.0,1.0,4.0,18.0,37.0,25.0,87.0
384,2018-01-20,2.0,,,4.0,12.0,42.0,30.0,90.0
385,2018-01-21,3.0,,,7.0,15.0,30.0,20.0,75.0
386,2018-01-22,2.0,1.0,,1.0,18.0,40.0,26.0,88.0
387,2018-01-23,1.0,,,4.0,25.0,42.0,25.0,97.0
388,2018-01-24,2.0,,,4.0,20.0,42.0,29.0,97.0
